model,metric_type,score,iteration
knn-bow,precision,0.5873015873015873,97
svm-tfidf,precision,0.803030303030303,97
svm-bow,precision,0.8360655737704918,97
t5,recall,0.7525773195876289,97
rf-tfidf,recall,0.35051546391752575,97
rf-bow,recall,0.3402061855670103,97
lr-tfidf,recall,0.5670103092783505,97
lf-bow,recall,0.6288659793814433,97
nb-tfidf,recall,0.6082474226804123,97
nb-bow,recall,0.6082474226804123,97
knn-tfidf,recall,0.26804123711340205,97
knn-bow,recall,0.38144329896907214,97
svm-tfidf,recall,0.5463917525773195,97
svm-bow,recall,0.5257731958762887,97
t5,accuracy,0.812,98
rf-tfidf,accuracy,0.728,98
rf-bow,accuracy,0.7,98
lr-tfidf,accuracy,0.748,98
lf-bow,accuracy,0.756,98
nb-tfidf,accuracy,0.752,98
nb-bow,accuracy,0.752,98
knn-tfidf,accuracy,0.62,98
knn-bow,accuracy,0.66,98
svm-tfidf,accuracy,0.764,98
svm-bow,accuracy,0.772,98
t5,f1,0.7539267015706805,98
rf-tfidf,f1,0.5641025641025641,98
rf-bow,f1,0.4897959183673468,98
lr-tfidf,f1,0.6557377049180328,98
lf-bow,f1,0.6871794871794872,98
nb-tfidf,f1,0.6836734693877551,98
nb-bow,f1,0.6836734693877551,98
knn-tfidf,f1,0.3448275862068966,98
knn-bow,f1,0.5405405405405405,98
svm-tfidf,f1,0.6740331491712707,98
svm-bow,f1,0.6742857142857143,98
t5,precision,0.7912087912087912,98
rf-tfidf,precision,0.7857142857142857,98
rf-bow,precision,0.7659574468085106,98
lr-tfidf,precision,0.7228915662650602,98
lf-bow,precision,0.7052631578947368,98
nb-tfidf,precision,0.6979166666666666,98
nb-bow,precision,0.6979166666666666,98
knn-tfidf,precision,0.5555555555555556,98
knn-bow,precision,0.5882352941176471,98
svm-tfidf,precision,0.7530864197530864,98
svm-bow,precision,0.7866666666666666,98
t5,recall,0.72,98
rf-tfidf,recall,0.44,98
rf-bow,recall,0.36,98
lr-tfidf,recall,0.6,98
lf-bow,recall,0.67,98
nb-tfidf,recall,0.67,98
nb-bow,recall,0.67,98
knn-tfidf,recall,0.25,98
knn-bow,recall,0.5,98
svm-tfidf,recall,0.61,98
svm-bow,recall,0.59,98
t5,accuracy,0.828,99
rf-tfidf,accuracy,0.708,99
rf-bow,accuracy,0.716,99
lr-tfidf,accuracy,0.744,99
lf-bow,accuracy,0.732,99
nb-tfidf,accuracy,0.728,99
nb-bow,accuracy,0.728,99
knn-tfidf,accuracy,0.644,99
knn-bow,accuracy,0.64,99
svm-tfidf,accuracy,0.752,99
svm-bow,accuracy,0.764,99
t5,f1,0.7881773399014778,99
rf-tfidf,f1,0.4895104895104895,99
rf-bow,f1,0.5170068027210885,99
lr-tfidf,f1,0.632183908045977,99
lf-bow,f1,0.6417112299465241,99
nb-tfidf,f1,0.6458333333333334,99
nb-bow,f1,0.6458333333333334,99
knn-tfidf,f1,0.41830065359477125,99
knn-bow,f1,0.5263157894736843,99
svm-tfidf,f1,0.651685393258427,99
svm-bow,f1,0.6628571428571429,99
t5,precision,0.7920792079207921,99
rf-tfidf,precision,0.8536585365853658,99
rf-bow,precision,0.8444444444444444,99
lr-tfidf,precision,0.7638888888888888,99
lf-bow,precision,0.7058823529411765,99
nb-tfidf,precision,0.6888888888888889,99
nb-bow,precision,0.6888888888888889,99
knn-tfidf,precision,0.6274509803921569,99
knn-bow,precision,0.5681818181818182,99
svm-tfidf,precision,0.7631578947368421,99
svm-bow,precision,0.7945205479452054,99
t5,recall,0.7843137254901961,99
rf-tfidf,recall,0.3431372549019608,99
rf-bow,recall,0.37254901960784315,99
lr-tfidf,recall,0.5392156862745098,99
lf-bow,recall,0.5882352941176471,99
nb-tfidf,recall,0.6078431372549019,99
nb-bow,recall,0.6078431372549019,99
knn-tfidf,recall,0.3137254901960784,99
knn-bow,recall,0.49019607843137253,99
svm-tfidf,recall,0.5686274509803921,99
svm-bow,recall,0.5686274509803921,99
